Problem_Name,Problem_Category,Ministry,Minister_Name,Days_To_Complete
Prison administration complaint,law,minister for law,S Raghupathy,12
Prison administration complaint,law,minister for law,S Raghupathy,20
Prison administration complaint,law,minister for law,S Raghupathy,18
Prison administration complaint,law,minister for law,S Raghupathy,13
Prison administration complaint,law,minister for law,S Raghupathy,15
Prison administration complaint,law,minister for law,S Raghupathy,15
Prison administration complaint,law,minister for law,S Raghupathy,17
Prison administration complaint,law,minister for law,S Raghupathy,13
Prison administration complaint,law,minister for law,S Raghupathy,19
Prison administration complaint,law,minister for law,S Raghupathy,17
Prison administration complaint,law,minister for law,S Raghupathy,14
Prison administration complaint,law,minister for law,S Raghupathy,19
Prison administration complaint,law,minister for law,S Raghupathy,13
Prison administration complaint,law,minister for law,S Raghupathy,11
Prison administration complaint,law,minister for law,S Raghupathy,13
Prison administration complaint,law,minister for law,S Raghupathy,15
Prison administration complaint,law,minister for law,S Raghupathy,13
Prison administration complaint,law,minister for law,S Raghupathy,11
Prison administration complaint,law,minister for law,S Raghupathy,18
Prison administration complaint,law,minister for law,S Raghupathy,12
Prison administration complaint,law,minister for law,S Raghupathy,12
Prison administration complaint,law,minister for law,S Raghupathy,12
Prison administration complaint,law,minister for law,S Raghupathy,13
Prison administration complaint,law,minister for law,S Raghupathy,14
Prison administration complaint,law,minister for law,S Raghupathy,12
Prison administration complaint,law,minister for law,S Raghupathy,19
Prison administration complaint,law,minister for law,S Raghupathy,11
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,30
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,36
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,31
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,29
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,29
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,34
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,32
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,31
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,29
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,31
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,33
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,34
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,28
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,27
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,31
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,33
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,32
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,36
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,35
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,29
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,34
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,30
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,36
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,27
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,35
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,36
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,29
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,35
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,29
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,28
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,34
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,35
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,33
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,30
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,31
Hospital cleanliness complaint,health,minister for medical and family welfare,Ma Subramanian,31
Drinking water shortage,water,minister for water resources,S Duraimurugan,3
Drinking water shortage,water,minister for water resources,S Duraimurugan,8
Drinking water shortage,water,minister for water resources,S Duraimurugan,6
Drinking water shortage,water,minister for water resources,S Duraimurugan,3
Drinking water shortage,water,minister for water resources,S Duraimurugan,4
Drinking water shortage,water,minister for water resources,S Duraimurugan,11
Drinking water shortage,water,minister for water resources,S Duraimurugan,3
Drinking water shortage,water,minister for water resources,S Duraimurugan,6
Drinking water shortage,water,minister for water resources,S Duraimurugan,2
Drinking water shortage,water,minister for water resources,S Duraimurugan,6
Drinking water shortage,water,minister for water resources,S Duraimurugan,9
Drinking water shortage,water,minister for water resources,S Duraimurugan,5
Drinking water shortage,water,minister for water resources,S Duraimurugan,3
Drinking water shortage,water,minister for water resources,S Duraimurugan,11
Drinking water shortage,water,minister for water resources,S Duraimurugan,11
Drinking water shortage,water,minister for water resources,S Duraimurugan,4
Drinking water shortage,water,minister for water resources,S Duraimurugan,3
Drinking water shortage,water,minister for water resources,S Duraimurugan,11
Drinking water shortage,water,minister for water resources,S Duraimurugan,4
Drinking water shortage,water,minister for water resources,S Duraimurugan,4
Drinking water shortage,water,minister for water resources,S Duraimurugan,3
Drinking water shortage,water,minister for water resources,S Duraimurugan,11
Drinking water shortage,water,minister for water resources,S Duraimurugan,3
Drinking water shortage,water,minister for water resources,S Duraimurugan,2
Drinking water shortage,water,minister for water resources,S Duraimurugan,2
Drinking water shortage,water,minister for water resources,S Duraimurugan,2
Drinking water shortage,water,minister for water resources,S Duraimurugan,9
Drinking water shortage,water,minister for water resources,S Duraimurugan,10
Drinking water shortage,water,minister for water resources,S Duraimurugan,9
Drinking water shortage,water,minister for water resources,S Duraimurugan,7
Drinking water shortage,water,minister for water resources,S Duraimurugan,9
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,12
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,15
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,16
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,13
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,15
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,9
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,12
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,15
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,18
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,14
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,17
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,12
